@relation R_data_frame

@attribute desc string
@attribute class {0,1}

@data
'ventur into the realm of a madman to free your belov from captiv in brink of conscious dorian gray syndrom collector s edit an incred hidden object puzzl adventur game as report sam wild you must work quick to unravel a bizarr seri of disappear involv young and beauti peopl your investig sudden becom person as the next victim of this',1
'praetorian is set amidst the polit machin of an emerg roman empir you will be transport back to the dusti battlefield of egypt the combat theater of gaul and final to the heart of the empir itself itali in the crusad to becom emperor your quest will not be easi as the empir is heavili defend by thousand of differ troop type and war machin all with special',0
'five year after the event from the award win star war knight of the old republ the sith lord have hunt the jedi to the edg of extinct and are on the verg of crush the old republ with the jedi order in ruin the republ s onli hope is a lone jedi struggl to reconnect with the forc as this jedi you will be face with the galaxi s most dire decis follow the light',0
'wooden floor is a first person adventur horror game insid an old hous that seem normal but the further you progress into the game you start to realiz that room chang if you close a door behind you and whole corridor appear out of nowher not be abl to predict what is go to happen next or where you are head for you need to make your way through the increas maze like',1
'take to the sky in one of over accur repres aircraft and defend the pacif theatr from invad enemi forc fight your way through intens air to air air to ship and air to ground combat while pilot dive bomber fighter and torpedo bomber over visual strike histor accur locat from the surpris attack on pearl harbor to the fierc battl of iwo jima ',1
'a dark has fallen over the town of lorwich monstrous hord emerg from beyond the realm of nightmar to sow chao on the land as one of four hero you must battl the minion of the old one with the forc of arm and the power of illumin inspir by the write of h p lovecraft atari s alon in the dark seri is recogn as the father of the surviv horror genr alon in',1
'activ brain pathway you never even knew exist modifi geometri and experi a game genr that is truli uniqu differ beauti and seren all in one for all you mathematician out there this will satisfi all your geometr vector desir in a way they have never been satisfi befor gameplay mode journey mode and freeform mode level creat beauti abstract line art',0
'when her parent disappear scheherazad sadi keat doe what ani aspir archaeologist would do save the world from a sinist mastermind risk her life for fame and glori and oh yeah possibl obtain omnisci power no pressur if you enjoy fire neuron as well as bullet this game is for you it featur hour of gameplay and stori arc adventur from the street of',0
'welcom to the hall of latin hous the best dorm that you can afford at the greatest colleg that would accept you in the entir countri not count the part that aren t here okay mayb we re oversel it either way you re invit along with either max or ann as they make their way through the first year of their colleg experi they ll share their dorm life with four other',0
'play a classic shoot em up in revers navig dead enemi wave and un fire attack in retro grade a mind bend rhythm game by caret game pick up a gamepad or a guitar control and help rick rocket restor the continu of space time befor a tempor anomali rip the univers a new time hole key featur play with a gamepad keyboard or a guitar control and control the',1
'my best friend cat dog can this be real sure becaus this is a pet care game where puppi and kitten can be taken care of and be given a lot of train as well you are respons for the sensit upbring of your pet you decid on the food the composit of train cours the groom and decor if the pet is given optim food groom and heap of love it will',1
'take out dozen of enemi trap and other danger with your knife hand gun machin gun grenad launcher satchel charg or sniper rifl vari level take place in the desert jungl or citi fast action d platform game with classic d gameplay',1
'battl to rule the sky the sky over europ are a danger place where ace pilot lead their squadron to glorious victori or crush defeat take control of dozen of the most famous fighter plane of wwi and head into the dogfight roll slip and loop to get the drop on enemi ace upgrad your fighter over the cours of your campaign and promot your best pilot so they learn new',1
'infinifactori is a sandbox puzzl game by zachtron the creator of spacechem and infinimin build factori that assembl product for your alien overlord and tri not to die in the process like spacechem in d design and run factori in a first person fulli d environ histogram are back optim your solut and then optim them more when you see how much better your',1
'a kleptomaniac a sociopath and a horribl friend randal is potenti one of the most scurril protagonist sinc the invent of the hoverboard randal s monday is a crazi space time odyssey in classic adventur design spice up with countless geek cultur refer of the last year randal wake up after the engag parti of his best friend matt he s ridden by a rage hangov',0
'tristoy is a stori driven d co op platform design from the ground up exclus for two player co oper game enjoy set in tristoy an ancient fortress in the middl of the sea of shard you play togeth as princ freedan and the wizard stayn you and a friend are forc to team up to tri and escap the dungeon and defeat a common enemi the witch ink explor dungeon fill',1
'the planet is be attack and it will take a bodaci bad ass cursor pilot to blast the scum to whenc it came dodg dip duck click and point your way to glori in the most gnar retro arcad death trap that you are like to ever play point perfect will put that i m a real pc gamer attitud to the ultim test and might make you cri a littl in the process but fear not young pilot ',1
'exodus war fractur empir is a d turn base strategi wargam that put you in brigad level control of futurist infantri and armor compani as well as huge super vehicl this is warfar on a massiv scale that will appeal to those who enjoy game that provid both a strateg and tactic challeng such as the total war pc game seri or tabletop game like warhamm ',1
'live a week in the life of the postal dude a hapless everyman just tri to check off some chore buy milk return an overdu librari book get gari coleman s autograph what could possibl go wrong blast chop and piss your way through a freakshow of american caricatur in this dark humor first person adventur meet krotchi the toy mascot gone bad visit your uncl dave at',1
'war on an epic scale from moscow to berlin this is war in the east gari grigsbi s war in the east the german soviet war is the spiritu heir to the great eastern front board and comput wargam of the past a turn base world war ii strategi game down to the divis and brigad level stretch across the entir eastern front at a mile per hex scale gamer can engag in',1
'deep underground lie a remind of boarkind s darkest hour all it take is one littl boar to dig it back up harken back to the nes era full bore is an open world puzzl game that leav you to your own devic with curios as your onli guid you will figur out how the block around you behav delv deeper into a strang underground and eventu piec togeth the stori of a',1
'would you like to enter a thrill pirat world where danger lurk in everi corner you are a museum owner pursu an undead pirat who kidnap your daughter you quick realiz that the villain is entangl in a tragic centuri old love stori and want to resurrect his mistress with the girl s life forc you feel sorri for the pirat but you have to stop him befor it is too late for',0
'pew pew pew retro style shoot enemi surviv gain live and achiev the highest score possibl all in an old school vector style game start control the triblast in an unknown dimens and bring down your foe the goal is to surviv and achiev high score level complet retro game were never easi and this ain t chang go go go there are level wait for you achiev',1
'unhappili ever after that s how it start the orb resurfac and the classic charact return kobbler with his mania princess with her endless boredom it s onli a matter of time befor bob our hero show up to put order back to mad three power struggl for victori and the fate of cloudberri kingdom hang in the balanc what will becom of the retir hero bob will save princess',0
'sonic and the all star cast line up on the start grid onc again to battl for supremaci in the ultim race compet across land water and air in incred transform vehicl that chang from car to boat to plane mid race it s not just race it s race transform key featur play as over legendari all star each with their own transform vehicl race across track and',1
'are you readi for the new challeng of motogp compet against motogp moto and moto rider on the circuit of the championship in a bid to win the world champion titl motogp is back with a rang of new featur to guarante an even more comprehens and compel experi the career mode has been expand with the introduct of person team the ai and physic have',1
'in disney epic mickey the power of two gamer will play as mickey mous and for the first time ever oswald the lucki rabbit walt disney s first cartoon star in an all new adventur of creativ and discoveri creat by industri luminari warren spector and disney interact s junction point game develop studio disney epic mickey the power of two return the franchis through pc ',0
'how will you surviv discov the true mean of fear in alien isol a surviv horror set in an atmospher of constant dread and mortal danger fifteen year after the event of alien ellen ripley s daughter amanda enter a desper battl for surviv on a mission to unravel the truth behind her mother s disappear as amanda you will navig through an increas volatil',1
'proteus is a game about explor and immers in a dream like island world where the soundtrack to your play is creat by your surround play in first person the primari mean of interact is simpli your presenc in the world and how you observ it the procedur generat island are home to creatur natur and imagin tranquil valley and ruin with magic properti key',1
'six fruit bare their fang at the world the academi was their orchard in this place of learn protect by high wall from the outsid world there arriv a singl young man who d lost his purpos in life he d lost sight of what he want to protect he pass his day in a haze of guilt and regret all that remain to him were the chain around his neck and a life worth less than',0
'the plot onc again the world reli on fox spi fox the suav secret agent who smooth finess his way through spi corp toughest assign this time spi corp corrupt counterpart the societi for meaningless evil larceni lie and yell s m e l l y has devis a dogbot which will be unleash upon the unsuspect world in his nasti s m e l l y s corrupt command ',0
'from the design veteran behind the classic game chip s challeng come chuck s challeng d a fiendish addict puzzler that s pack with featur that will teas the brain and challeng the finger it also come with a level editor that let you upload and share your level for everyon to play and rate all from within the game chuck s challeng d includ four differ game mode ',1
'in this classic adventur you will take on the role of young scotland yard detect brent halligan assign to solv the puzzl surround a mysteri order of druid and a seri of gruesom murder it appear that the neo druid are conduct ritual kill in order to conjur up incred sinist forc in the cours of their investig the engag anti hero and his alli a',1
'enter an irrever aquat world full of paper goofi fish paper arcad action paper wanton destruct and paper join derrick on his epic quest to decim everyth he see under the guis of aveng the death of his parent munch your way through bird fish rabbit and bear collect diamond and leap through flame tyre to prosper and surviv decim man made structur in an',0
'about the game save the world from an alien invas is in your hand dark raid is a fps action game develop by an independ develop studio vector game dark raid is a new concept of mix good old school fps game style and new generat graphic and game play with the next gen graphic and scenario dark raid offer the player an amaz fps action game experi a research',1
'hell is an experi you can t surviv in outlast a first person surviv horror game develop by veteran of some of the biggest game franchis in histori as investig journalist mile upshur explor mount massiv asylum and tri to surviv long enough to discov it terribl secret if you dare synopsi in the remot mountain of colorado horror wait insid mount massiv asylum ',1
'the supers citi builder design build and manag the world s largest and most divers citi in citi xxl bigger and better than ever befor with a more power game engin and new interfac becom the mayor of your veri own sprawl metropoli with town plan includ home locat retail plot offic industri and infrastructur across architectur style and ',1
'amphora is a peculiar puzzl game that mix stori element and physic amphora present you with an unfamiliar world with a strike visual style inspir by all the shadow theatr tradit and color of the world each scene will show you someth new and alway tri to challeng your understand of what is go on manipul object and build structur to creat solut to',1
'descript bloodbath kavkaz is an action pack top down action base around russian cultur tell the stori of caucasian ex killer name shamil rakhmanov after a car crash shamil get in the hand of a mysteri stranger who offer him a deal he can t refus shamil must find and kill the leader of moscow crimin syndic who is call jafar befor the sunris or els he will die ',1
'hint of littl red ride hood combin with japanes folklor and illustr in spici hors s uniqu dark fantasi style akaneiro demon hunter is an action roleplay game arpg that let player hunt mythic monster in edo era japan plan key featur materi june will see the introduct of materi drop from enemi and signific drop from the area boss with the chanc',1
'drunken robot pornographi drp is a bullet hell first person shooter for window battl giant robot call titan as they tri to slice you apart with their laser pick off their missil launcher fri away their carbon fiber armor and tear off their claw leav them writh drunken you re reuben matsumoto you use to own a bar robot you gave your robot bartend tim sentienc ',1
'too fast too furious and pack full of action are you readi for the rocket power world of cloudbuilt a game of speed precis and freedom use all the abil of your rocket power suit to avoid fatal hazard dodg hostil robot and reach not just the finish line but the top of the worldwid leaderboard carv your own path through a multitud of mysteri float ruin high abov',1
' caribbean is a blend of econom strategi and open world rpg set in the pirat era of xvii centuri caribbean the game is base on the signific improv mount blade warband engin caribbean let player decid their own role and creat their own adventur those who crave for battl in jungl raid on rich citi and captur enemi ship can choos the path of a pirat and a',1
'you don t need to have play the first spaceman sparkl game it s terribl anyway i m pretti much just count so i ll reach sparkl one day spaceman sparkl is a frantic and groovi bullet hell that take place in a thumpin disco univers calm your nerv with the sick beat by aeroloid and a chippi guest track by death m d in this pain difficult shooter you ll be beg',0
'built by a mad baron to bring notorieti to his town onli the brave or foolish would dare to enter deathtrap dungeon fabul rich await the victor mani adventur have tri none have come out aliv as red lotus the allur assassin or chaindog the savag warrior you must battl your way to the heart of the dungeon and slay the great dragon melkor mightiest of all the beast of the',0
'garrett the master thief step out of the shadow into the citi in this treacher place where the baron s watch spread a rise tide of fear and oppress his skill are the onli thing he can trust even the most cautious citizen and their best guard possess are not safe from his reach as an upris emerg garrett find himself entangl in grow layer of conflict lead by',0
'this fast fun and challeng sci fi game is truli like no other d racer it will make you cri just one more tri race through beauti procedur generat d space scape or a set of hand craft challeng that will put your skill to the test key featur steam achiev steam leaderboard level of the day unlock ship handcraft level ',1
'escap dead island is a surviv mysteri game set on the enigmat island of narapela after the event of the zombi outbreak of the origin dead island the stori let player unravel the origin of the zombi virus through the eye of the would be documentari journalist cliff calo there are no superpow to keep cliff aliv just a few makeshift weapon against hord of infect zombi it',1
'the corpor machin is stardock s classic real time econom strategi game avail now on steam dive back into the timeless battl for one of the most ruthless environ ever creat intern trade corpor exist in a constant state of war plot to destroy their rival ceo chase world domin through econom strategi less dead but more complex than ani',1
'this second data hacker titl allow those who have complet the prequel initi to import their complet save file with eas keep decis data team member and inventori intact or start a new game and make your choic on the fli data hacker corrupt is a retro inspir jprg set within a virtual realm and a simul onlin game it is a narrat driven game that question the',1
'htr high tech race is a slot car race simul a virtual version of the classic toy of the s and s htr is the sequel of htr high tech race that was download sever million time across all platform htr offer differ difficulti level and track that includ sever challeng like loop jump crossroad narrow and high speed curv you can even build your own',1
'introduct get a girl friend befor gaokao nation colleg entranc exam i know it s crazi but from today we will face everyth togeth is there still room for love in this day or am i just ruin my life or wors her life this is a date simul game base on chines student real life you can have romant relationship with classmat but rememb that you have',1
'fan of cooki masterson rejoic this is his first volum as full time host the game that launch a career if you can call it that the spawn continu as the award win you don t know jack seri pump out you don t know jack volum join your host cooki ad he take you on a trivia tilt a whirl that s a tripl dip of cheeki hip ydkj volum add a whole slew of question type into',0
'in sanitarium you play an amnesiac thrust into a morbid realli creepi univers after a car accid you wake up to find that instead of lie in a hospit you re in an asylum with your head wrap in bandag who the hell am i what am i do here how do i escap there endless question eat away at you and so too are the mani puzzl you ll need to resolv throughout this immers ',0
'zigfrak is a space base action rpg featur mission explor and craft with an emphasi on loot and over the top item it s not a tradit space sim enemi ship explod like loot pi ata spew forth use pickup the game employ subtl humor to poke light at a dark situat a human civil war on a galact scale complic by the invas of technolog superior',1
'think roll match surviv innercub is an action puzzl game where you control a multi color cube use the keyboard to navig around a grid captur color tile by roll the ident color on the cube on top of a tile choos from two differ mode a challeng puzzl mode where everi move count or a fast and frantic surviv mode how long can you surviv puzzl level',1
'when the fate of a world hang in the balanc an unusu hero aris the visual impress adventur epic the whisper world is now avail as a special edit for the first time let the whisper world enchant you with it mani anim detail and fantast charact sadwick s adventur begin when he set out to understand the mean of his recur nightmar in his dream he',0
'lego marvel super hero featur an origin stori cross the entir marvel univers player take control of iron man spider man the hulk captain america wolverin and mani more marvel charact as they unit to stop loki and a host of other marvel villain from assembl a super weapon capabl of destroy the world player will chase down cosmic brick as they travel across lego',0
'duke nukem is back captur by an alien foe in the middl of promot his best sell book whi i m so great duke must onc more defeat the forc of evil to save himself from the knowledg steal rigelatin and ultim prove his book s namesak in this sequel to the high octan bot bust video game duke nukem the king of action must blast cannon missil and flame his way',0
'inspector smyth from scotland yard has inform watson and me of the murder of general armstead a tontin ticket holder of cours i was awar of the tontin a lotteri that was set up to aid the veteran of the battl of waterloo someth about this case intrigu me perhap it s that there are onli five surviv ticket holder here in london perhap it s that the general was about to',0
'tasti blue is an underwat side scroll eat em up game you start as a small goldfish with an insati appetit after be overf by your owner you ll escap into the ocean and eat everyth that you encount the more you eat the bigger you get in addit to the goldfish you ll also play as a dolphin and a shark the dolphin start off as an overwork aquarium star forc to',1
'spelunki is a uniqu platform with random level that offer a challeng new experi each time you play journey deep underground and explor fantast place fill with all manner of monster trap and treasur you ll have complet freedom while you navig the fulli destruct environ and master their mani secret to stay or flee to kill or rescu to shop or steal in',1
'a young famili is invit to visit the newli open museum in egypt while tour the museum they discov a long forgotten tomb of a curs pharaoh name rane after be separ you now have to play as each charact help the famili reunit escap this long lost egyptian kingdom and discov the stori behind the fascin tomb and treasur that are buri within',0
'victor vran is an isometr action rpg with a massiv select of weapon item outfit demon power and destini card experi intens combat action with dozen of enemi attack you from all side and unleash power skill to finish them off victor vran let you decid how to play the game forg your own person version of victor thank to a vast array of power weapon ',1
'if you think you have what it take to surviv the onslaught go forth space marin the red solstic is a tactic squad base surviv game set in the distant futur on mar playabl in singl player or with up to player in cooper onlin multiplay roam freeli over huge map complet random object and deal with surpris event that keep you on the edg of your seat ',1
'experi the power of full motion video and sound an exhilar fast pace interact mysteri guarante to entertain you the first ever multimedia entertain product over meg of sound and graphic excit compress to just over meg fulli anim talk charact intrigu stori line in depth charact develop on demand hint screen rich music score digit',0
'the hardest murder to solv is your own murder soul suspect is a supernatur detect thriller which challeng player to solv possibl the hardest case of all their own murder when ronan o connor a detect with a chequer past get caught up in a violent burglari his life is brought to an untim end by a brutal and relentless killer shock to find himself in the afterlif his',1
'plung yourself into the world of ancient greek myth togeth with the hero of homer s epic odyssey set out on a year journey start from the wall of troy to odysseus home on ithaca visit mysteri island fill with magic creatur on the way some will beg for help while other might want to eat you or even turn you into a wild beast overcom all of the obstacl on the way ',0
'take command over raf dure the ww histori turn point the battl of britain the goal of the game is to defend great britain against german bomb raid the game has two distinct gameplay experi where the player manag war product and squadron placement the player organ patrol rout and tactic onc combat is initi the player can lead their squadron to attack wave',1
'the evil choazid empir has launch a surpris attack on your homeworld establish a heavili fortifi base from where their forward assault group burrow deep underground captur subterranean lifeform and transform them into vicious biomech with it be onli a matter of time befor the choazid start convert your peopl it s up to you to take the control of one of the few',0
'fan of kung fu cinema rejoic king of kung fu was develop main for fan of classic kung fu flick and design to be playabl by gamer from casual to mid core so that anyon can pick it up and have fun player are challeng by a mysteri fighter call red ronin to take on the role of one of martial art stuntmen and compet in a one on one tournament to prove their worth to win a',0
'experi the thrill of stand in the boot of a futur astronaut on mar in the world of starlit particip with your crewmat in a singl player minut mini adventur that soon turn into more than you bargain for on the red planet player navig a futur mar mission in which they must construct a habitat craft tool and use advanc robot the game contain hand on scienc',1
'coloni conquest is a conquest simul set in the victorian age of warfar and expans of the late s and earli s the object of the game is to becom the domin major power throughout the world player can be one among six of the great power of the time great britain germani franc usa japan or russia featur return to the era of golden warfar and rule one of hand of',1
'the stori the king is dead and the queen is miss the onli known heir to the throne is believ dead and the fate of an entir kingdom rest in your hand enter the land of war torn ditherra a land of pirat thiev trader smuggler king queen deiti and mortal wealth and power control ditherra and the power struggl has divid the land between the east and west a plagu is',0
'retro platform flare jumpjet rex featur beauti hand drawn bit graphic and classic chiptun music that transfer dino lover back to the d glori day of the earli s secret and collect with dozen of item stash across the galaxi and mani secret area to discov jumpjet rex offer plenti to do for the treasur hunter in the hous replay with a time challeng',1
'hegemoni rome the rise of caesar take you to the plain and forest of ancient gaul where julius caesar wage a decad long war to subjug the barbarian hord hegemoni rome will immers you in the histori like no other real time strategi game ever befor forc you to pay close attent to the chang season and rapid chang militari situat unfold across an epic',0
'prelog is a logic puzzl game solv puzzl by redirect laser beam mix them and control them with logic gate key featur challeng level of increas difficulti chapter with differ mechan and design calm and eleg music laser and logic gate step to complet in one pass mind bend problem to solv',1
'the depth of tolag is an addict roguelik dungeon crawler with an emphasi on tactic combat you are search for your miss apprentic within the deep dark dungeon of tolag did he go there will or was he kidnap you don t realli care you just want your damn apprentic back featur deep tactic gameplay load of differ monster each with uniqu ai load of loot ',1
